Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Gearbox,GX2 Power Elongated,16.0,$265.86,22%,$207.37,Live,In Stock,39,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,208",Good,16.65,7.17,5.5,8.0,117.5,6.23,24.7,82
Ronbus,Pulsar R3,16.0,$183.95,18%,$150.84,Live,In Stock,70,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"1,970",Fair,16.5,7.5,5.5,8.3,125.0,6.47,23.8,43
Spartus,Odyssey Apex,16.0,$93.26,17%,$77.41,Live,In Stock,76,USAP certified,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Carbon Fiber,Wide cell polypropylene,"2,130",Good,16.38,7.8,5.35,7.9,111.9,6.43,23.8,57
11SIX24,Vapor Power,16.0,$174.44,17%,$144.79,Live,In Stock,28,USAP certified,6 months,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber and Fiberglass,Honeycomb polypropylene + foam,2174,Good,16.14,7.76,5.71,8.2,115.8,7.01,23.9,71
Selkirk,SLK ERA Widebody,16.0,$207.14,14%,$178.14,Live,In Stock,46,USAP certified,6 months,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Polypropylene + foam,"2,203",Good,15.98,7.98,5.75,8.1,112.2,7.05,23.7,69
Franklin,Tour Tempo,16.0,$163.92,30%,$114.74,Live,In Stock,35,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,2094,Fair,15.9,8.0,5.0,8.9,122.0,7.5,23.5,53
Vatic Pro,Saga Flash,16.0,$152.47,7%,$141.80,Attrition,In Stock,49,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,157",Good,16.3,7.7,5.3,8.3,116.8,6.67,24.0,54
Volair,Mach 1 Forza,14.0,$187.13,20%,$149.70,Live,In Stock,86,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,332",Elite,16.5,7.5,5.5,7.8,111.0,6.16,23.9,27
Pickleball Apes,Harmony S,16.0,$192.37,19%,$155.82,Live,In Stock,33,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Honeycomb polypropylene + foam,"2,174",Good,16.38,7.56,5.5,8.0,114.6,6.43,24.0,52
Gearbox,CX14H Ultimate Power,14.0,$258.50,41%,$152.52,Live,In Stock,81,USAP certified,1 year,Widebody,Gen-2,Thermoformed-edgeless,Grit,3K Woven Carbon Fiber,Toray T700 Carbon Fiber,"1,962",Fair,15.6,8.0,5.38,8.5,107.0,5.78,22.0,7
ProDrive,Ghost,16.0,$204.59,5%,$194.36,Live,In Stock,103,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Kevlar,"1,817",Poor,16.4,7.6,5.3,8.0,117.0,6.73,23.9,50
Six Zero,Infinity Double Black Diamond,16.0,$213.92,18%,$175.41,Live,In Stock,115,USAP certified,1 year,Hybrid,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,077",Fair,16.3,7.7,5.5,8.1,110.0,5.8,23.2,30
Honolulu Pickleball Co.,J2K,16.0,$150.09,38%,$93.06,Live,In Stock,74,USAP certified,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"2,101",Good,16.2,7.8,5.3,8.2,115.4,7.0,23.7,58
11SIX24,Hurache-X Power,16.0,$158.26,15%,$134.52,Attrition,In Stock,53,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber and Fiberglass,Honeycomb polypropylene + foam,2157,Good,16.46,7.56,5.91,8.1,115.2,6.21,23.7,71
Engage,Pursuit Pro 1-Light,13.0,$274.07,42%,$158.96,Live,In Stock,31,USAP certified,Lifetime,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,2178,Good,16.5,7.5,5.88,7.7,109.5,5.57,23.3,57
Volair,Mach 1,16.0,$144.52,44%,$80.93,Live,In Stock,16,USAP certified,6 months,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,002",Fair,16.5,7.5,5.5,7.7,110.0,5.72,24.0,16
JOOLA,Scorpeus 3S,16.0,$234.03,8%,$215.31,Attrition,In Stock,98,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,213",Good,16.0,8.0,5.25,8.0,111.6,7.0,23.9,73
Vatic Pro,Saga Flash 16,16.0,$135.74,2%,$133.03,Obsolete,Extinct,6,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Wide cell polypropylene,"2,146",Good,16.18,7.68,5.3,8.4,117.4,6.74,24.3,72
Engage,Pursuit MX Pro,13.0,$246.34,22%,$192.15,Attrition,In Stock,26,USAP certified,Lifetime,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,2264,Good,16.5,7.5,5.75,8.0,119.3,5.85,24.1,66
Gamma,Obsidian 13,13.0,$169.07,12%,$148.78,Live,In Stock,88,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.38,7.63,5.75,7.9,112.2,6.0,23.8,43
JOOLA,Perseus Pro IV,16.0,$295.87,45%,$162.73,Live,In Stock,108,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,112",Good,16.46,7.36,5.5,8.1,117.3,6.31,24.4,82
Volair,Mach 2,16.0,$152.51,49%,$77.78,Live,In Stock,64,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,329",Elite,15.88,8.12,5.5,8.0,107.2,6.9,23.4,39
Volair,Alto,14.0,$105.55,25%,$79.16,Live,Low Stock,3,USAP certified,6 months,Elongated,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,798",Poor,16.5,7.5,5.5,7.7,110.3,5.75,24.0,28
Neonic,Flow,16.0,$127.59,40%,$76.55,Live,In Stock,87,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,310",Elite,16.25,7.63,5.5,8.1,116.3,6.53,23.9,40
CRBN,TruFoam Genesis 2,14.0,$254.91,24%,$193.73,Live,In Stock,58,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2338,Elite,16.0,7.85,5.3,8.2,112.9,6.76,23.8,70
Luzz,Pro-4 Inferno,16.0,$238.68,26%,$176.62,Attrition,In Stock,48,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (MPP with EVA border),"2,256",Good,16.54,7.48,5.75,7.8,117.4,6.07,24.4,85
JOOLA,Scorpeus Pro IV,16.0,$294.68,14%,$253.42,Attrition,In Stock,52,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,198",Good,15.94,7.99,5.31,8.3,112.5,7.25,23.7,75
Spartus,Olympus,14.0,$213.23,5%,$202.57,Live,In Stock,32,USAP certified,6 months,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Foam-filled polypropylene honeycomb,"2,058",Fair,16.35,7.65,5.5,8.0,110.5,6.13,23.5,73
Holbrook,Arma Metallic-T,14.0,$301.53,47%,$159.81,Attrition,In Stock,93,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Dual density polypropylene honeycomb + foam,"2,133",Good,16.42,7.56,5.5,8.0,118.2,6.15,24.2,86
Adidas,Metalbone LP Team (Blue EVA),16.0,$209.08,12%,$183.99,Live,In Stock,87,,1 year,Elongated,Gen-4,Thermoformed,Grit,Carbon Fiber,EVA foam with carbon fiber stringers,2134,Good,16.42,7.52,5.5,8.0,115.2,5.25,24.3,94
Proton,Series One-Type A,11.0,$264.57,16%,$222.24,Live,In Stock,46,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,112",Good,15.75,8.25,5.25,8.1,114.5,6.75,24.1,46
Selkirk,LABS 007 Epic,10.0,$342.99,40%,$205.79,Live,In Stock,135,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,269",Good,16.45,7.5,5.35,7.7,104.4,5.88,23.5,76
Diadem,Warrior BluCore Pro 14mm,14.0,$314.15,24%,$238.75,Live,In Stock,72,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Expanded polypropylene foam,1931,Fair,16.34,7.4,5.7,7.9,109.6,5.76,23.2,66
Neonic,Flare Titanium,16.0,$157.75,23%,$121.47,Obsolete,Extinct,0,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & Titanium,Polypropylene Honeycomb,"2,204",Good,16.0,8.0,5.5,8.1,113.5,7.01,23.8,50
Chorus,Phoenix SX,16.0,$162.68,11%,$144.79,Live,In Stock,53,USAP certified,4 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2115,Good,15.79,8.19,5.63,7.9,107.7,7.24,23.5,64
Selkirk,LABS Project Boomstik - Elongated,16.0,$340.25,21%,$268.80,Attrition,In Stock,81,USAP certified,Lifetime,Elongated,Gen-4,Thermoformed,Grit (Infinigrit),Carbon Fiber,Full-Foam (EPP with EVA border),"2,306",Elite,16.54,7.48,5.87,8.2,118.0,6.81,24.3,97
Honolulu Pickleball Co.,J3K,16.0,$158.44,2%,$155.27,Attrition,In Stock,33,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"1,959",Fair,16.0,8.0,6.0,8.2,115.9,7.23,23.9,55
Mark,OneXR2,16.0,$179.29,3%,$173.91,Live,In Stock,82,USAP certified,150 days,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,276",Good,16.3,7.52,5.79,8.1,117.2,6.5,24.1,70
Six Zero,Coral-Elongated,16.0,$203.87,1%,$201.83,Obsolete,Extinct,0,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel ply with diamond grit,Toray Carbon Fiber,Full-Foam (EPP with EVA border),"2,176",Good,16.38,7.52,5.75,8.0,112.1,6.03,23.8,74
Franklin,Carbon STK,14.5,$156.55,15%,$133.07,Attrition,In Stock,11,USAP certified,1 year,Elongated,Gen-1,Cold Pressed,Unknown,Carbon Fiber,Polypropylene Honeycomb,1251,Poor,16.5,7.5,4.25,7.6,118.0,5.76,24.6,18
Bread & Butter,Loco Standard,16.0,$189.61,21%,$149.79,Attrition,In Stock,48,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2289,Good,15.91,7.99,5.43,8.0,108.7,7.29,23.6,84
Aiso,Ryu,15.0,$100.46,18%,$82.38,Live,In Stock,88,USAP certified,3 months,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,PET + Toray Carbon Fiber Weave,Honeycomb polypropylene + foam,2152,Good,15.9,8.2,5.3,8.0,111.5,7.87,23.5,50
Gearbox,GX2 Elongated,16.0,$270.39,49%,$137.90,Live,In Stock,61,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,067",Fair,16.61,7.36,5.5,7.9,118.8,5.9,25.0,63
Honolulu Pickleball Co.,J2Ti,16.0,$166.57,2%,$163.24,Live,In Stock,22,USAP certified,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Polypropylene Honeycomb,"2,111",Good,16.2,7.8,5.3,8.1,112.7,6.9,23.7,54
Speedup,Ice 16,16.0,$114.08,1%,$112.94,Attrition,Low Stock,3,USAP certified,3 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,863",Poor,16.5,7.5,6.0,7.8,122.0,6.05,24.9,29
Volair,Mach 2,14.0,$132.74,33%,$88.94,Attrition,In Stock,92,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,319",Elite,15.88,8.12,5.5,7.8,105.3,6.75,23.3,15
CRBN,TruFoam Genesis 4,14.0,$293.16,17%,$243.32,Attrition,In Stock,82,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2310,Elite,16.14,7.85,5.5,8.0,107.5,6.33,23.3,73
Thrive,Azul (medium),16.0,$212.53,9%,$193.40,Obsolete,Extinct,99,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,117.3,6.65,23.9,77
Vatic Pro,Bloom Saga,16.0,$164.41,24%,$124.95,Live,In Stock,32,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,176",Good,16.0,8.0,5.5,8.0,113.0,7.19,23.8,58
Proton,Series 3-Project Flamingo,15.0,$255.53,39%,$155.87,Live,In Stock,37,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Narrow cell polypropylene,"2,295",Good,16.54,7.52,5.38,8.0,119.4,6.51,24.4,74
Mark,unMARked Alpha,15.5,$164.55,40%,$98.73,Attrition,Low Stock,7,USAP certified,150 days,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,277",Good,16.54,7.48,5.6,8.1,121.4,6.52,24.6,72
Enhance,Duo Elongated,16.0,$190.16,26%,$140.72,Live,In Stock,54,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2093,Fair,16.49,7.51,5.71,8.1,119.1,6.56,24.1,75
Maverix,Havik-15 All Court,15.0,$156.85,38%,$97.25,Obsolete,Extinct,1,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,028",Fair,16.5,7.5,5.5,8.2,117.2,6.36,23.9,45
Legacy,Legacy Pro,16.0,$160.86,2%,$157.64,Live,In Stock,100,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"1,913",Fair,16.5,7.5,5.3,8.0,121.0,6.43,,58
Gamma,Airbender,10.0,$184.97,18%,$151.68,Live,In Stock,23,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,988",Fair,16.54,7.38,5.5,8.1,111.2,5.08,23.5,46
Holbrook,Arma S,14.0,$256.86,48%,$133.57,Live,In Stock,107,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,156",Good,16.02,7.99,5.25,8.1,114.1,7.32,23.9,96
Bread & Butter,Shogun,16.0,$189.85,25%,$142.39,Attrition,In Stock,58,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,"Carbon Fiber & PET Fibers (""Titanium"")",Polypropylene Honeycomb,2004,Fair,16.5,7.38,5.5,8.2,121.6,6.13,24.5,49
Ethos,Dunamis Pro,16.0,$190.57,4%,$182.95,Live,In Stock,71,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Vectran Arylate Carbon,Polypropylene Honeycomb,2120,Good,16.0,8.0,5.5,8.2,115.9,6.86,23.8,40
Selkirk,Amped Pro Air Invikta,16.0,$183.69,41%,$108.38,Live,In Stock,73,USAP certified,Lifetime,Elongated,Gen-2,Thermoformed-edgeless,Grit,Fiberglass,Polypropylene Honeycomb,"2,080",Fair,16.5,7.45,5.25,8.0,121.2,5.93,24.8,54
Volair,Shift Elongated,14.0,$174.89,16%,$146.91,Live,In Stock,87,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam (EPP with EVA border),"1,827",Poor,16.54,7.48,5.71,8.2,122.5,6.33,24.4,79
Vatic Pro,V-Sol Pro V7-LH,16.0,$112.25,21%,$88.68,Live,In Stock,73,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,167",Good,16.42,7.48,5.71,8.0,113.0,5.92,23.6,84
Proton,Series One-Type A,15.0,$277.04,36%,$177.31,Live,Low Stock,7,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,276",Good,15.75,8.25,5.25,8.4,119.1,7.2,23.9,48
Six Zero,Double Black Diamond,14.0,$197.93,14%,$170.22,Live,In Stock,36,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,077",Fair,16.3,7.7,5.5,8.1,112.0,6.33,23.6,35
Holbrook,Fuze Elongated,16.0,$210.44,32%,$143.10,Attrition,In Stock,48,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with EVA border),"1,986",Fair,16.54,7.6,5.63,7.9,117.7,6.34,24.5,72
Vatic Pro,V-Sol Power Bloom,16.0,$115.49,8%,$106.25,Live,In Stock,99,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,119",Good,15.98,7.95,5.47,8.1,111.0,7.02,23.6,77
JOOLA,Hyperion 3S,16.0,$289.92,22%,$226.14,Live,In Stock,113,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,139",Good,16.5,7.5,5.5,7.9,115.1,6.03,24.3,72
Body Helix,X4 Gold Kevlar,16.0,$147.80,18%,$121.20,Live,In Stock,97,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar 3K Cloth,Polypropylene Honeycomb,2281,Good,16.25,7.75,5.4,8.1,115.9,6.55,24.1,58
Gearbox,GX2 Hyper,16.0,$244.74,8%,$225.16,Live,In Stock,29,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,142",Good,15.91,7.99,5.5,8.1,109.1,6.14,24.3,67
Volair,Corto,16.0,$97.43,38%,$60.41,Live,In Stock,12,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,984",Fair,15.88,8.12,5.5,8.1,110.1,7.1,23.8,22
Honolulu Pickleball Co.,Sword & Shield-J5,16.0,$162.07,16%,$136.14,Live,In Stock,79,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,067",Fair,17.0,7.0,5.75,8.6,130.1,6.15,24.3,43
PaddleTek,Bantam TKO-C,12.7,$208.18,9%,$189.44,Live,In Stock,65,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,314",Elite,16.5,7.5,5.25,7.7,113.0,6.55,24.4,75
Holbrook,Arma T,14.0,$240.11,39%,$146.47,Attrition,In Stock,67,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,114",Good,16.5,7.48,5.5,8.0,119.4,6.46,24.4,94
Bread & Butter,Loco Elongated,16.0,$219.84,14%,$189.06,Live,In Stock,83,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2267,Good,16.46,7.4,5.67,8.0,121.4,6.12,24.5,89
Gamma,Airbender,13.0,$188.00,7%,$174.84,Live,In Stock,112,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,107",Good,16.54,7.38,5.5,8.1,113.8,5.24,23.6,46
Selkirk,LABS 008 Invikta,13.0,$310.96,22%,$242.55,Live,In Stock,24,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam,"2,109",Good,16.45,7.44,5.5,7.9,115.6,5.5,23.3,63
