Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Gamma,Obsidian 13,13.0,$147.37,48%,$76.63,Live,In Stock,74,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,854",Poor,16.38,7.63,5.75,7.9,112.2,6.0,23.8,43
JOOLA,Perseus Pro IV,16.0,$291.56,22%,$227.42,Live,In Stock,95,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,112",Good,16.46,7.36,5.5,8.1,117.3,6.31,24.4,82
Volair,Mach 2,16.0,$133.55,40%,$80.13,Live,In Stock,54,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,329",Elite,15.88,8.12,5.5,8.0,107.2,6.9,23.4,39
Volair,Alto,14.0,$99.29,41%,$58.58,Live,In Stock,12,USAP certified,6 months,Elongated,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,798",Poor,16.5,7.5,5.5,7.7,110.3,5.75,24.0,28
Neonic,Flow,16.0,$128.43,42%,$74.49,Live,In Stock,79,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,310",Elite,16.25,7.63,5.5,8.1,116.3,6.53,23.9,40
CRBN,TruFoam Genesis 2,14.0,$265.65,23%,$204.55,Live,In Stock,53,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2338,Elite,16.0,7.85,5.3,8.2,112.9,6.76,23.8,70
Luzz,Pro-4 Inferno,16.0,$221.51,25%,$166.13,Live,In Stock,48,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (MPP with EVA border),"2,256",Good,16.54,7.48,5.75,7.8,117.4,6.07,24.4,85
JOOLA,Scorpeus Pro IV,16.0,$263.83,40%,$158.30,Attrition,In Stock,62,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,198",Good,15.94,7.99,5.31,8.3,112.5,7.25,23.7,75
Spartus,Olympus,14.0,$208.04,14%,$178.91,Live,In Stock,45,USAP certified,6 months,Hybrid,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Foam-filled polypropylene honeycomb,"2,058",Fair,16.35,7.65,5.5,8.0,110.5,6.13,23.5,73
Holbrook,Arma Metallic-T,14.0,$256.79,36%,$164.35,Attrition,In Stock,82,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Dual density polypropylene honeycomb + foam,"2,133",Good,16.42,7.56,5.5,8.0,118.2,6.15,24.2,86
Adidas,Metalbone LP Team (Blue EVA),16.0,$198.15,24%,$150.59,Live,In Stock,75,,1 year,Elongated,Gen-4,Thermoformed,Grit,Carbon Fiber,EVA foam with carbon fiber stringers,2134,Good,16.42,7.52,5.5,8.0,115.2,5.25,24.3,94
Proton,Series One-Type A,11.0,$296.40,5%,$281.58,Live,In Stock,42,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,112",Good,15.75,8.25,5.25,8.1,114.5,6.75,24.1,46
Selkirk,LABS 007 Epic,10.0,$315.90,33%,$211.65,Live,In Stock,118,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,269",Good,16.45,7.5,5.35,7.7,104.4,5.88,23.5,76
Diadem,Warrior BluCore Pro 14mm,14.0,$291.74,21%,$230.47,Live,In Stock,71,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Expanded polypropylene foam,1931,Fair,16.34,7.4,5.7,7.9,109.6,5.76,23.2,66
Neonic,Flare Titanium,16.0,$145.54,23%,$112.07,Obsolete,Extinct,0,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & Titanium,Polypropylene Honeycomb,"2,204",Good,16.0,8.0,5.5,8.1,113.5,7.01,23.8,50
Chorus,Phoenix SX,16.0,$166.33,10%,$149.70,Live,In Stock,51,USAP certified,4 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2115,Good,15.79,8.19,5.63,7.9,107.7,7.24,23.5,64
Selkirk,LABS Project Boomstik - Elongated,16.0,$363.03,35%,$235.97,Attrition,In Stock,70,USAP certified,Lifetime,Elongated,Gen-4,Thermoformed,Grit (Infinigrit),Carbon Fiber,Full-Foam (EPP with EVA border),"2,306",Elite,16.54,7.48,5.87,8.2,118.0,6.81,24.3,97
Honolulu Pickleball Co.,J3K,16.0,$164.48,36%,$105.27,Attrition,In Stock,39,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"1,959",Fair,16.0,8.0,6.0,8.2,115.9,7.23,23.9,55
Mark,OneXR2,16.0,$178.38,49%,$90.97,Live,In Stock,60,USAP certified,150 days,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,276",Good,16.3,7.52,5.79,8.1,117.2,6.5,24.1,70
Six Zero,Coral-Elongated,16.0,$189.10,9%,$172.08,Attrition,Out of Stock,0,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel ply with diamond grit,Toray Carbon Fiber,Full-Foam (EPP with EVA border),"2,176",Good,16.38,7.52,5.75,8.0,112.1,6.03,23.8,74
Franklin,Carbon STK,14.5,$138.79,2%,$136.01,Attrition,Low Stock,10,USAP certified,1 year,Elongated,Gen-1,Cold Pressed,Unknown,Carbon Fiber,Polypropylene Honeycomb,1251,Poor,16.5,7.5,4.25,7.6,118.0,5.76,24.6,18
Bread & Butter,Loco Standard,16.0,$207.89,6%,$195.42,Live,In Stock,57,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2289,Good,15.91,7.99,5.43,8.0,108.7,7.29,23.6,84
Aiso,Ryu,15.0,$92.04,1%,$91.12,Live,In Stock,81,USAP certified,3 months,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,PET + Toray Carbon Fiber Weave,Honeycomb polypropylene + foam,2152,Good,15.9,8.2,5.3,8.0,111.5,7.87,23.5,50
Gearbox,GX2 Elongated,16.0,$266.78,9%,$242.77,Live,In Stock,58,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,067",Fair,16.61,7.36,5.5,7.9,118.8,5.9,25.0,63
Honolulu Pickleball Co.,J2Ti,16.0,$143.04,3%,$138.75,Live,Low Stock,6,USAP certified,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Polypropylene Honeycomb,"2,111",Good,16.2,7.8,5.3,8.1,112.7,6.9,23.7,54
Speedup,Ice 16,16.0,$123.10,3%,$119.41,Live,Low Stock,8,USAP certified,3 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,863",Poor,16.5,7.5,6.0,7.8,122.0,6.05,24.9,29
Volair,Mach 2,14.0,$152.56,4%,$146.46,Attrition,In Stock,98,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,319",Elite,15.88,8.12,5.5,7.8,105.3,6.75,23.3,15
CRBN,TruFoam Genesis 4,14.0,$294.80,30%,$206.36,Live,In Stock,59,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2310,Elite,16.14,7.85,5.5,8.0,107.5,6.33,23.3,73
Thrive,Azul (medium),16.0,$211.02,19%,$170.93,Live,In Stock,103,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,117.3,6.65,23.9,77
Vatic Pro,Bloom Saga,16.0,$160.79,50%,$80.40,Live,In Stock,15,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,176",Good,16.0,8.0,5.5,8.0,113.0,7.19,23.8,58
Proton,Series 3-Project Flamingo,15.0,$255.37,48%,$132.79,Live,In Stock,35,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Narrow cell polypropylene,"2,295",Good,16.54,7.52,5.38,8.0,119.4,6.51,24.4,74
Mark,unMARked Alpha,15.5,$164.76,11%,$146.64,Attrition,In Stock,17,USAP certified,150 days,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,277",Good,16.54,7.48,5.6,8.1,121.4,6.52,24.6,72
Enhance,Duo Elongated,16.0,$165.89,28%,$119.44,Live,In Stock,55,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2093,Fair,16.49,7.51,5.71,8.1,119.1,6.56,24.1,75
Maverix,Havik-15 All Court,15.0,$148.58,23%,$114.41,Obsolete,Extinct,4,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,028",Fair,16.5,7.5,5.5,8.2,117.2,6.36,23.9,45
Legacy,Legacy Pro,16.0,$135.98,14%,$116.94,Live,In Stock,106,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"1,913",Fair,16.5,7.5,5.3,8.0,121.0,6.43,,58
Gamma,Airbender,10.0,$182.84,12%,$160.90,Live,In Stock,33,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,988",Fair,16.54,7.38,5.5,8.1,111.2,5.08,23.5,46
Holbrook,Arma S,14.0,$266.49,33%,$178.55,Live,In Stock,85,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,156",Good,16.02,7.99,5.25,8.1,114.1,7.32,23.9,96
Bread & Butter,Shogun,16.0,$175.35,11%,$156.06,Attrition,In Stock,54,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,"Carbon Fiber & PET Fibers (""Titanium"")",Polypropylene Honeycomb,2004,Fair,16.5,7.38,5.5,8.2,121.6,6.13,24.5,49
Ethos,Dunamis Pro,16.0,$212.96,4%,$204.44,Live,In Stock,72,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Vectran Arylate Carbon,Polypropylene Honeycomb,2120,Good,16.0,8.0,5.5,8.2,115.9,6.86,23.8,40
Selkirk,Amped Pro Air Invikta,16.0,$183.42,41%,$108.22,Live,In Stock,56,USAP certified,Lifetime,Elongated,Gen-2,Thermoformed-edgeless,Grit,Fiberglass,Polypropylene Honeycomb,"2,080",Fair,16.5,7.45,5.25,8.0,121.2,5.93,24.8,54
Volair,Shift Elongated,14.0,$175.72,34%,$115.98,Live,In Stock,90,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam (EPP with EVA border),"1,827",Poor,16.54,7.48,5.71,8.2,122.5,6.33,24.4,79
Vatic Pro,V-Sol Pro V7-LH,16.0,$110.00,25%,$82.50,Live,In Stock,56,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,167",Good,16.42,7.48,5.71,8.0,113.0,5.92,23.6,84
Proton,Series One-Type A,15.0,$301.81,37%,$190.14,Live,Low Stock,5,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,276",Good,15.75,8.25,5.25,8.4,119.1,7.2,23.9,48
Six Zero,Double Black Diamond,14.0,$165.29,48%,$85.95,Live,In Stock,35,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,077",Fair,16.3,7.7,5.5,8.1,112.0,6.33,23.6,35
Holbrook,Fuze Elongated,16.0,$234.00,1%,$231.66,Attrition,In Stock,44,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with EVA border),"1,986",Fair,16.54,7.6,5.63,7.9,117.7,6.34,24.5,72
Vatic Pro,V-Sol Power Bloom,16.0,$111.67,38%,$69.24,Live,In Stock,77,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,119",Good,15.98,7.95,5.47,8.1,111.0,7.02,23.6,77
JOOLA,Hyperion 3S,16.0,$288.43,46%,$155.75,Live,In Stock,93,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,139",Good,16.5,7.5,5.5,7.9,115.1,6.03,24.3,72
Body Helix,X4 Gold Kevlar,16.0,$138.20,41%,$81.54,Live,In Stock,109,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar 3K Cloth,Polypropylene Honeycomb,2281,Good,16.25,7.75,5.4,8.1,115.9,6.55,24.1,58
Gearbox,GX2 Hyper,16.0,$261.78,17%,$217.28,Live,In Stock,13,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,142",Good,15.91,7.99,5.5,8.1,109.1,6.14,24.3,67
Volair,Corto,16.0,$96.59,35%,$62.78,Live,In Stock,18,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,984",Fair,15.88,8.12,5.5,8.1,110.1,7.1,23.8,22
Honolulu Pickleball Co.,Sword & Shield-J5,16.0,$176.94,28%,$127.40,Live,In Stock,75,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,067",Fair,17.0,7.0,5.75,8.6,130.1,6.15,24.3,43
PaddleTek,Bantam TKO-C,12.7,$218.60,6%,$205.48,Live,In Stock,58,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,314",Elite,16.5,7.5,5.25,7.7,113.0,6.55,24.4,75
Holbrook,Arma T,14.0,$276.89,0%,$276.89,Attrition,In Stock,70,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,114",Good,16.5,7.48,5.5,8.0,119.4,6.46,24.4,94
Bread & Butter,Loco Elongated,16.0,$196.52,9%,$178.83,Live,In Stock,97,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2267,Good,16.46,7.4,5.67,8.0,121.4,6.12,24.5,89
Gamma,Airbender,13.0,$199.93,22%,$155.95,Live,In Stock,107,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,107",Good,16.54,7.38,5.5,8.1,113.8,5.24,23.6,46
Selkirk,LABS 008 Invikta,13.0,$290.84,46%,$157.05,Live,In Stock,18,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam,"2,109",Good,16.45,7.44,5.5,7.9,115.6,5.5,23.3,63
