Company,Paddle,Core Thickness (mm),Retail Price,Discount,Discounted Price,Model State,Stock State,Stock Count,Certification Status,Warranty,Shape,Build,Manufacturing Process,Surface Texture,Surface Layup,Core Type,Spin RPI,Spin Category,Length (in),Width (in),Handle Length (in),Static Weight (oz),Swing Weight,Twist Weight,Balance Point (cm),Firepower (0-100)
Holbrook,Arma Metallic-T,14.0,$257.49,36%,$164.79,Attrition,In Stock,110,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Dual density polypropylene honeycomb + foam,"2,133",Good,16.42,7.56,5.5,8.0,118.2,6.15,24.2,86
Adidas,Metalbone LP Team (Blue EVA),16.0,$203.03,34%,$134.00,Live,In Stock,98,,1 year,Elongated,Gen-4,Thermoformed,Grit,Carbon Fiber,EVA foam with carbon fiber stringers,2134,Good,16.42,7.52,5.5,8.0,115.2,5.25,24.3,94
Proton,Series One-Type A,11.0,$286.69,45%,$157.68,Live,In Stock,74,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,112",Good,15.75,8.25,5.25,8.1,114.5,6.75,24.1,46
Selkirk,LABS 007 Epic,10.0,$321.57,33%,$215.45,Live,In Stock,166,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-2,Thermoformed-edgeless,Grit,Carbon Fiber,Polypropylene Honeycomb & Titanium,"2,269",Good,16.45,7.5,5.35,7.7,104.4,5.88,23.5,76
Diadem,Warrior BluCore Pro 14mm,14.0,$293.75,18%,$240.88,Live,In Stock,48,USAP certified,6 months,Hybrid,Gen-4,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Expanded polypropylene foam,1931,Fair,16.34,7.4,5.7,7.9,109.6,5.76,23.2,66
Neonic,Flare Titanium,16.0,$163.75,8%,$150.65,Obsolete,Extinct,0,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & Titanium,Polypropylene Honeycomb,"2,204",Good,16.0,8.0,5.5,8.1,113.5,7.01,23.8,50
Chorus,Phoenix SX,16.0,$169.97,37%,$107.08,Live,In Stock,106,USAP certified,4 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Soft carbon fiber,Wide cell polypropylene + foam,2115,Good,15.79,8.19,5.63,7.9,107.7,7.24,23.5,64
Selkirk,LABS Project Boomstik - Elongated,16.0,$308.64,37%,$194.44,Attrition,In Stock,92,USAP certified,Lifetime,Elongated,Gen-4,Thermoformed,Grit (Infinigrit),Carbon Fiber,Full-Foam (EPP with EVA border),"2,306",Elite,16.54,7.48,5.87,8.2,118.0,6.81,24.3,97
Honolulu Pickleball Co.,J3K,16.0,$163.77,18%,$134.29,Obsolete,Extinct,35,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Dupont Kevlar,Polypropylene Honeycomb,"1,959",Fair,16.0,8.0,6.0,8.2,115.9,7.23,23.9,55
Mark,OneXR2,16.0,$161.30,32%,$109.68,Live,In Stock,90,USAP certified,150 days,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,276",Good,16.3,7.52,5.79,8.1,117.2,6.5,24.1,70
Six Zero,Coral-Elongated,16.0,$213.67,43%,$121.79,Obsolete,Extinct,0,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel ply with diamond grit,Toray Carbon Fiber,Full-Foam (EPP with EVA border),"2,176",Good,16.38,7.52,5.75,8.0,112.1,6.03,23.8,74
Franklin,Carbon STK,14.5,$140.88,37%,$88.75,Attrition,In Stock,44,USAP certified,1 year,Elongated,Gen-1,Cold Pressed,Unknown,Carbon Fiber,Polypropylene Honeycomb,1251,Poor,16.5,7.5,4.25,7.6,118.0,5.76,24.6,18
Bread & Butter,Loco Standard,16.0,$183.01,1%,$181.18,Attrition,In Stock,84,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2289,Good,15.91,7.99,5.43,8.0,108.7,7.29,23.6,84
Aiso,Ryu,15.0,$106.24,29%,$75.43,Attrition,In Stock,111,USAP certified,3 months,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,PET + Toray Carbon Fiber Weave,Honeycomb polypropylene + foam,2152,Good,15.9,8.2,5.3,8.0,111.5,7.87,23.5,50
Gearbox,GX2 Elongated,16.0,$291.93,28%,$210.19,Attrition,In Stock,61,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,067",Fair,16.61,7.36,5.5,7.9,118.8,5.9,25.0,63
Honolulu Pickleball Co.,J2Ti,16.0,$154.14,39%,$94.03,Attrition,Low Stock,7,USAP certified,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber & PET Electroplated Fiber,Polypropylene Honeycomb,"2,111",Good,16.2,7.8,5.3,8.1,112.7,6.9,23.7,54
Speedup,Ice 16,16.0,$129.38,29%,$91.86,Attrition,Low Stock,2,USAP certified,3 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,863",Poor,16.5,7.5,6.0,7.8,122.0,6.05,24.9,29
Volair,Mach 2,14.0,$139.00,26%,$102.86,Attrition,In Stock,90,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,319",Elite,15.88,8.12,5.5,7.8,105.3,6.75,23.3,15
CRBN,TruFoam Genesis 4,14.0,$252.58,12%,$222.27,Attrition,In Stock,95,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Foam,2310,Elite,16.14,7.85,5.5,8.0,107.5,6.33,23.3,73
Thrive,Azul (medium),16.0,$210.28,7%,$195.56,Obsolete,Extinct,90,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar & Carbon Fiber,Polypropylene Honeycomb,"2,144",Good,16.3,7.7,5.5,8.2,117.3,6.65,23.9,77
Vatic Pro,Bloom Saga,16.0,$163.45,33%,$109.51,Live,In Stock,47,USAP certified,6 months,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,176",Good,16.0,8.0,5.5,8.0,113.0,7.19,23.8,58
Proton,Series 3-Project Flamingo,15.0,$292.99,47%,$155.28,Live,In Stock,69,Dual certified - USAP and UPA-A,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Narrow cell polypropylene,"2,295",Good,16.54,7.52,5.38,8.0,119.4,6.51,24.4,74
Mark,unMARked Alpha,15.5,$165.60,13%,$144.07,Obsolete,Extinct,6,USAP certified,150 days,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Wide cell polypropylene,"2,277",Good,16.54,7.48,5.6,8.1,121.4,6.52,24.6,72
Enhance,Duo Elongated,16.0,$164.73,45%,$90.60,Live,In Stock,70,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2093,Fair,16.49,7.51,5.71,8.1,119.1,6.56,24.1,75
Maverix,Havik-15 All Court,15.0,$161.30,46%,$87.10,Obsolete,Extinct,0,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Polypropylene Honeycomb,"2,028",Fair,16.5,7.5,5.5,8.2,117.2,6.36,23.9,45
Legacy,Legacy Pro,16.0,$164.42,16%,$138.11,Live,In Stock,135,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Fine,Toray Carbon Fiber,Polypropylene Honeycomb,"1,913",Fair,16.5,7.5,5.3,8.0,121.0,6.43,,58
Gamma,Airbender,10.0,$205.33,14%,$176.58,Live,In Stock,40,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"1,988",Fair,16.54,7.38,5.5,8.1,111.2,5.08,23.5,46
Holbrook,Arma S,14.0,$262.30,9%,$238.69,Live,In Stock,131,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,156",Good,16.02,7.99,5.25,8.1,114.1,7.32,23.9,96
Bread & Butter,Shogun,16.0,$193.32,45%,$106.33,Attrition,In Stock,53,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,"Carbon Fiber & PET Fibers (""Titanium"")",Polypropylene Honeycomb,2004,Fair,16.5,7.38,5.5,8.2,121.6,6.13,24.5,49
Ethos,Dunamis Pro,16.0,$194.96,45%,$107.23,Obsolete,Extinct,81,USAP certified,1 year,Widebody,Gen-2,Thermoformed,Peel Ply-Coarse,Vectran Arylate Carbon,Polypropylene Honeycomb,2120,Good,16.0,8.0,5.5,8.2,115.9,6.86,23.8,40
Selkirk,Amped Pro Air Invikta,16.0,$191.42,17%,$158.88,Attrition,In Stock,79,USAP certified,Lifetime,Elongated,Gen-2,Thermoformed-edgeless,Grit,Fiberglass,Polypropylene Honeycomb,"2,080",Fair,16.5,7.45,5.25,8.0,121.2,5.93,24.8,54
Volair,Shift Elongated,14.0,$171.24,44%,$95.89,Live,In Stock,101,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam (EPP with EVA border),"1,827",Poor,16.54,7.48,5.71,8.2,122.5,6.33,24.4,79
Vatic Pro,V-Sol Pro V7-LH,16.0,$100.69,32%,$68.47,Live,In Stock,70,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam (EPP with EVA border),"2,167",Good,16.42,7.48,5.71,8.0,113.0,5.92,23.6,84
Proton,Series One-Type A,15.0,$260.81,30%,$182.57,Live,In Stock,25,Dual certified - USAP and UPA-A,1 year,Widebody,Gen-1,Cold Pressed,NanoTac,Carbon Fiber,Polypropylene Honeycomb,"2,276",Good,15.75,8.25,5.25,8.4,119.1,7.2,23.9,48
Six Zero,Double Black Diamond,14.0,$170.29,41%,$100.47,Attrition,In Stock,49,Dual certified - USAP and UPA-A,1 year,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,077",Fair,16.3,7.7,5.5,8.1,112.0,6.33,23.6,35
Holbrook,Fuze Elongated,16.0,$238.05,24%,$180.92,Attrition,In Stock,51,USAP certified,1 year,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Full-Foam (EPP with EVA border),"1,986",Fair,16.54,7.6,5.63,7.9,117.7,6.34,24.5,72
Vatic Pro,V-Sol Power Bloom,16.0,$117.32,1%,$116.15,Live,In Stock,106,USAP certified,6 months,Widebody,Gen-4,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Full foam EPP,"2,119",Good,15.98,7.95,5.47,8.1,111.0,7.02,23.6,77
JOOLA,Hyperion 3S,16.0,$285.12,7%,$265.16,Live,In Stock,101,USAP certified,1 year,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Honeycomb polypropylene + foam,"2,139",Good,16.5,7.5,5.5,7.9,115.1,6.03,24.3,72
Body Helix,X4 Gold Kevlar,16.0,$130.11,8%,$119.70,Live,In Stock,138,USAP certified,6 months,Hybrid,Gen-2,Thermoformed,Peel Ply-Coarse,Kevlar 3K Cloth,Polypropylene Honeycomb,2281,Good,16.25,7.75,5.4,8.1,115.9,6.55,24.1,58
Gearbox,GX2 Hyper,16.0,$294.73,30%,$206.31,Live,In Stock,58,USAP certified,1 year,Widebody,Gen-3,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Carbon fiber + foam,"2,142",Good,15.91,7.99,5.5,8.1,109.1,6.14,24.3,67
Volair,Corto,16.0,$107.56,36%,$68.84,Live,Out of Stock,0,USAP certified,6 months,Widebody,Gen-1,Cold Pressed,Grit,Fiberglass,Polypropylene Honeycomb,"1,984",Fair,15.88,8.12,5.5,8.1,110.1,7.1,23.8,22
Honolulu Pickleball Co.,Sword & Shield-J5,16.0,$157.06,30%,$109.94,Live,In Stock,91,USAP certified,6 months,Elongated,Gen-2,Thermoformed,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,067",Fair,17.0,7.0,5.75,8.6,130.1,6.15,24.3,43
PaddleTek,Bantam TKO-C,12.7,$214.84,42%,$124.61,Live,In Stock,68,Dual certified - USAP and UPA-A,Lifetime,Elongated,Gen-1,Cold Pressed,Peel Ply-Coarse,Toray Carbon Fiber & Fiberglass,Polypropylene Honeycomb,"2,314",Elite,16.5,7.5,5.25,7.7,113.0,6.55,24.4,75
Holbrook,Arma T,14.0,$264.29,38%,$163.86,Attrition,In Stock,73,USAP certified,1 year,Elongated,Gen-3,Thermoformed,Peel Ply-Coarse,Carbon Fiber,Dual density polypropylene honeycomb + foam,"2,114",Good,16.5,7.48,5.5,8.0,119.4,6.46,24.4,94
Bread & Butter,Loco Elongated,16.0,$190.57,36%,$121.96,Live,In Stock,128,USAP certified,6 months,Elongated,Gen-4,Thermoformed,Peel Ply-Coarse,T700 Carbon Fiber,Full-Foam (EPP with EVA border),2267,Good,16.46,7.4,5.67,8.0,121.4,6.12,24.5,89
Gamma,Airbender,13.0,$203.85,3%,$197.73,Live,In Stock,124,USAP certified,1 year,Elongated,Gen-2,Thermoformed-edgeless,Peel Ply-Coarse,Toray Carbon Fiber,Polypropylene Honeycomb,"2,107",Good,16.54,7.38,5.5,8.1,113.8,5.24,23.6,46
Selkirk,LABS 008 Invikta,13.0,$265.45,10%,$238.90,Live,In Stock,33,Dual certified - USAP and UPA-A,2 year,Elongated,Gen-4,Cold Pressed,Peel Ply-Coarse,T700 Carbon Fiber,Full foam,"2,109",Good,16.45,7.44,5.5,7.9,115.6,5.5,23.3,63
